"Date","Box","GeoMean_Chla","STD_Chla","SST","SSS","PO4","NO3","NH4","MLD","HF","SE_Chla"
1999-01-01,"Adriatic",0.105715453801417,0.0385114432832578,13.9897548678039,38.6530332150667,13.6625765293483,377.475238543725,24.1223592230454,194.035789158033,-143.390645566194,0.0070311954027737
1999-01-01,"Cyprus",0.0698303208595642,0.0397895202741903,19.2876690397561,39.0892202957817,0.750953979438104,51.3010587421843,13.1884734599036,86.9621525640073,-187.385373986286,0.00726453926882772
1999-01-01,"Lyon",0.239298101351402,0.180963254851663,12.9679296231403,38.1499247343644,27.2053113037787,549.827733434666,25.9403835649977,50.7390334087869,-116.729799685271,0.033039218920604
1999-02-01,"Adriatic",0.102198432383276,0.0215629325915024,13.7002171755395,38.656158613122,27.71228877829,779.828279879725,24.3802901972895,364.014701511549,-172.768112182617,0.00393683486210973
1999-02-01,"Cyprus",0.0726486281143419,0.0763030846630727,18.2064438259058,39.0426484812861,2.51052328656887,127.624024259571,16.7354212312031,118.239392819612,-139.527540123981,0.0139309735590638
1999-02-01,"Lyon",0.153189809584043,0.0750806194276358,12.781887929918,38.269009631613,176.336100522422,3469.01889199616,49.7953486595803,170.648622927458,-197.072815604832,0.0137077829639922
1999-03-01,"Adriatic",0.372669754678741,0.257901616042972,13.79056405223,38.6776786472486,16.4311291606059,474.066877674208,11.2162278782238,233.95696623429,-13.2518445927164,0.0470861775745907
1999-03-01,"Cyprus",0.0638001779065993,0.0109240269012562,17.8537149309406,38.9756406701129,1.5511483618803,89.0543640439587,7.71943254056184,69.5667177283246,-14.9145499312359,0.00199444531753709
1999-03-01,"Lyon",1.16507475560565,1.35199186505733,13.0913505117645,38.2750458095385,53.2350879923382,1031.27406507178,20.7963078224817,43.3748271776282,-0.77950412294139,0.24683881401846
1999-04-01,"Adriatic",0.24747332469075,0.104619071631513,14.8592890398842,38.7595349187436,0.638069679614583,28.1565379267154,1.69172671613957,24.2251187200132,57.7590302177097,0.0191007418259428
1999-04-01,"Cyprus",0.0437632388123422,0.00573782104221519,18.628528106143,38.9948873105256,0.356652810690759,30.1129231948708,2.84932927846458,24.9146703637165,87.0972790925399,0.00104757800524969
1999-04-01,"Lyon",1.36753773230349,0.962918001518514,13.7311397883998,38.1192680027174,3.92574210743823,66.332465865887,10.97304845983,20.8269071164338,54.2216594530189,0.175803970153161
