"Estimate","Est.Error","Q2.5","Q97.5","Box","SST","N_P","sum_Nutri","MLD","metrics"
0.0840920749275706,0.280264310497419,0.0682996641980158,0.103349265072073,"Adriatic",18.9592599490455,28.6940421994128,1.38006840954504,61.5884941875791,"GeoMean_Chla"
0.0838359028640549,0.270199875527455,0.0685495973951158,0.102047693622135,"Adriatic",18.9592599490455,32.3330711964376,1.38006840954504,61.5884941875791,"GeoMean_Chla"
0.0835813265999101,0.261084325696393,0.0687215373663189,0.10095639088327,"Adriatic",18.9592599490455,35.9721001934623,1.38006840954504,61.5884941875791,"GeoMean_Chla"
0.0833313749359787,0.252928578568239,0.0689187859751328,0.100084360356075,"Adriatic",18.9592599490455,39.611129190487,1.38006840954504,61.5884941875791,"GeoMean_Chla"
0.0830905521971584,0.245727168618962,0.0690404609421027,0.0991217362244684,"Adriatic",18.9592599490455,43.2501581875117,1.38006840954504,61.5884941875791,"GeoMean_Chla"
0.0828639125636792,0.239433229382514,0.0692092225309249,0.0982741722244767,"Adriatic",18.9592599490455,46.8891871845365,1.38006840954504,61.5884941875791,"GeoMean_Chla"
0.0826565882722098,0.233946311466644,0.0693659400398738,0.0976386910886144,"Adriatic",18.9592599490455,50.5282161815612,1.38006840954504,61.5884941875791,"GeoMean_Chla"
0.0824733124366233,0.229117154722259,0.0694236158820771,0.0970142530626528,"Adriatic",18.9592599490455,54.1672451785859,1.38006840954504,61.5884941875791,"GeoMean_Chla"
0.0823174027819788,0.224775865277207,0.0694954068662703,0.0965152853628306,"Adriatic",18.9592599490455,57.8062741756106,1.38006840954504,61.5884941875791,"GeoMean_Chla"
0.08219029836557,0.220767423855144,0.0695824977296351,0.0960477873306792,"Adriatic",18.9592599490455,61.4453031726354,1.38006840954504,61.5884941875791,"GeoMean_Chla"
0.0820922935984014,0.216966039815695,0.069723484820705,0.0956526669183693,"Adriatic",18.9592599490455,65.0843321696601,1.38006840954504,61.5884941875791,"GeoMean_Chla"
0.0820230875649796,0.213276265526418,0.0698354981587163,0.0953338359935878,"Adriatic",18.9592599490455,68.7233611666848,1.38006840954504,61.5884941875791,"GeoMean_Chla"
0.0819817207824526,0.20963539051887,0.0700104633581822,0.0951029068098948,"Adriatic",18.9592599490455,72.3623901637095,1.38006840954504,61.5884941875791,"GeoMean_Chla"
0.0819665355162502,0.206012642287705,0.0702032912393613,0.0948206465068425,"Adriatic",18.9592599490455,76.0014191607343,1.38006840954504,61.5884941875791,"GeoMean_Chla"
0.0819753010964929,0.202403037114687,0.0703989804303392,0.0945958954459171,"Adriatic",18.9592599490455,79.640448157759,1.38006840954504,61.5884941875791,"GeoMean_Chla"
0.0820053938014577,0.198818704077062,0.0706968196433559,0.0944599921149749,"Adriatic",18.9592599490455,83.2794771547837,1.38006840954504,61.5884941875791,"GeoMean_Chla"
0.0820540160978392,0.19527972946197,0.070946220489189,0.0942463718398655,"Adriatic",18.9592599490455,86.9185061518084,1.38006840954504,61.5884941875791,"GeoMean_Chla"
0.0821182855320153,0.191810605836757,0.0712464296133143,0.0941014118916446,"Adriatic",18.9592599490455,90.5575351488332,1.38006840954504,61.5884941875791,"GeoMean_Chla"
0.0821953696263977,0.188437029160576,0.0715291294605841,0.0939840614482722,"Adriatic",18.9592599490455,94.1965641458579,1.38006840954504,61.5884941875791,"GeoMean_Chla"
0.0822825890270697,0.185183868123838,0.071781545384164,0.0938308002622118,"Adriatic",18.9592599490455,97.8355931428826,1.38006840954504,61.5884941875791,"GeoMean_Chla"
0.0823775521865873,0.182075377227288,0.0720273197176343,0.0937530062648424,"Adriatic",18.9592599490455,101.474622139907,1.38006840954504,61.5884941875791,"GeoMean_Chla"
0.0824782166724572,0.179135181494997,0.0723040594823634,0.0937172861541452,"Adriatic",18.9592599490455,105.113651136932,1.38006840954504,61.5884941875791,"GeoMean_Chla"
0.0825830393623358,0.176385786487178,0.0725772105829739,0.093716398273913,"Adriatic",18.9592599490455,108.752680133957,1.38006840954504,61.5884941875791,"GeoMean_Chla"
